ID,TextureFilename
68,Interface\Icons\Spell_Nature_CorrosiveBreath
69,Interface\Icons\Ability_Ensnare
70,Interface\Icons\Spell_Holy_HolyBolt
71,Interface\Icons\Spell_Shadow_Charm
72,Interface\Icons\Spell_Nature_GuardianWard
73,Interface\Icons\Spell_Holy_Restoration
74,Interface\Icons\Spell_Holy_DispelMagic
75,Interface\Icons\Spell_Shadow_SpectralSight
76,Interface\Icons\Spell_Shadow_FingerOfDeath
77,Interface\Icons\Spell_Shadow_MindRot
78,Interface\Icons\Spell_Holy_Invulnerable
79,Interface\Icons\Spell_Holy_LayOnHands
80,Interface\Icons\Spell_Holy_SealOfValor
81,Interface\Icons\Spell_Holy_DivineIntervention
82,Interface\Icons\Spell_Nature_Polymorph
83,Interface\Icons\Ability_Whirlwind
84,Interface\Icons\Ability_Racial_Avatar
85,Interface\Icons\Ability_UpgradeMoonGlaive
86,Interface\Icons\Ability_Racial_BloodRage
87,Interface\Icons\Spell_Shadow_Teleport
88,Interface\Icons\Spell_Shadow_DeathCoil
89,Interface\Icons\Spell_Shadow_RagingScream
90,Interface\Icons\Spell_Shadow_Metamorphosis
91,Interface\Icons\Spell_Shadow_AuraOfDarkness
92,Interface\Icons\Spell_Shadow_SoulGem
93,Interface\Icons\Spell_Shadow_UnholyStrength
94,Interface\Icons\Spell_Frost_SummonWaterElemental
95,Interface\Icons\Spell_Shadow_UnholyFrenzy
96,Interface\Icons\Spell_Shadow_Cripple
97,Interface\Icons\Spell_Shadow_PlagueCloud
98,Interface\Icons\Spell_Shadow_Possession
99,Interface\Icons\Spell_Shadow_AntiMagicShell
100,Interface\Icons\Spell_Nature_Tranquility
101,Interface\Icons\Spell_Frost_WindWalkOn
102,Interface\Icons\Ability_Smash
103,Interface\Icons\Ability_Ambush
104,Interface\Icons\Spell_Holy_Heal
105,Interface\Icons\Ability_SearingArrow
106,Interface\Icons\Spell_Nature_MoonKey
107,Interface\Icons\Ability_Racial_BearForm
108,Interface\Icons\Ability_GhoulFrenzy
109,Interface\Icons\Spell_Nature_FaerieFire
110,Interface\Icons\Spell_Nature_SlowPoison
111,Interface\Icons\Spell_Nature_ForceOfNature
112,Interface\Icons\Spell_Nature_RavenForm
113,Interface\Icons\Spell_Shadow_Haunting
114,Interface\Icons\Spell_Shadow_ShadowPact
115,Interface\Icons\Spell_Nature_Swiftness
116,Interface\Icons\Spell_Shadow_CarrionSwarm
117,Interface\Icons\Spell_Nature_WispHeal
118,Interface\Icons\Spell_Shadow_DeathAndDecay
119,Interface\Icons\Spell_Frost_FrostArmor
120,Interface\Icons\Spell_Totem_WardOfDraining
121,Interface\Icons\Spell_Holy_Resurrection
122,Interface\Icons\Spell_Nature_WispSplode
123,Interface\Icons\Spell_Nature_Regeneration
124,Interface\Icons\Spell_Nature_ResistMagic
125,Interface\Icons\Spell_Holy_MagicalSentry
126,Interface\Icons\Ability_Marksmanship
127,Interface\Icons\Ability_TheBlackArrow
128,Interface\Icons\Ability_TrueShot
129,Interface\Icons\Ability_WarStomp
130,Interface\Icons\Spell_Shadow_RitualOfSacrifice
131,Interface\Icons\Ability_Racial_ShadowMeld
132,Interface\Icons\Ability_GolemStormBolt
133,Interface\Icons\Spell_Frost_WizardMark
134,Interface\Icons\Spell_Shadow_DeathScream
135,Interface\Icons\Spell_Shadow_EvilEye
136,Interface\Icons\Spell_Fire_Flare
137,Interface\Icons\Spell_Shadow_MindBomb
138,Interface\Icons\Ability_CriticalStrike
139,Interface\Icons\Spell_Nature_EnchantArmor
140,Interface\Icons\Spell_Shadow_SealOfKings
141,Interface\Icons\Spell_Nature_CallStorm
142,Interface\Icons\Spell_Frost_IceClaw
143,Interface\Icons\Spell_Frost_Wisp
144,Interface\Icons\Frostbolt_test
145,Interface\Icons\Spell_Frost_ManaBurn
146,Interface\Icons\Ability_Racial_Cannibalize
147,Interface\Icons\Spell_Shadow_VampiricAura
148,Interface\Icons\Ability_GolemThunderClap
149,Interface\Icons\Spell_Nature_Regenerate
150,Interface\Icons\Spell_Shadow_UnsummonBuilding
151,Interface\Icons\Ability_SteelMelee
152,Interface\Icons\Spell_Shadow_Requiem
153,Interface\Icons\Spell_Shadow_LifeDrain
154,Interface\Icons\Spell_Shadow_DarkRitual
155,Interface\Icons\Spell_Nature_Drowsy
156,Interface\Icons\Spell_Holy_SearingLight
157,Interface\Icons\Ability_Hibernation
158,Interface\Icons\Spell_Holy_Excorcism
159,Interface\Icons\Spell_Holy_Retribution
160,Interface\Icons\Spell_Shadow_CorpseExplode
161,Interface\Icons\Ability_TownWatch
162,Interface\Icons\Ability_Repair
163,Interface\Icons\Ability_PoisonSting
164,Interface\Icons\Spell_Shadow_Twilight
165,Interface\Icons\Spell_Nature_ChainLightning
166,Interface\Icons\Ability_Devour
167,Interface\Icons\Spell_Holy_Dizzy
168,Interface\Icons\Spell_Nature_NaturesWrath
169,Interface\Icons\Spell_Shadow_DeathPact
170,Interface\Icons\Spell_Shadow_DarkSummoning
171,Interface\Icons\Ability_Spy
172,Interface\Icons\Spell_Ice_MagicDamage
173,Interface\Icons\Spell_Shadow_GatherShadows
174,Interface\Icons\Spell_Nature_EarthBind
175,Interface\Icons\Spell_Shadow_GhostKey
176,Interface\Icons\Spell_Frost_Frostbolt
177,Interface\Icons\Spell_Holy_AshesToAshes
178,Interface\Icons\Spell_Shadow_ShadowWard
179,Interface\Icons\Ability_Tracking
180,Interface\Icons\Spell_Frost_ChainsOfIce
181,Interface\Icons\Spell_Frost_FrostArmor02
182,Interface\Icons\Spell_Frost_ChillingArmor
183,Interface\Icons\Spell_Fire_FireBolt02
184,Interface\Icons\Spell_Fire_Fireball02
185,Interface\Icons\Spell_Fire_FlameBolt
186,Interface\Icons\Spell_Frost_FrostBlast
187,Interface\Icons\Spell_Frost_ChillingBlast
188,Interface\Icons\Spell_Frost_FrostBolt02
189,Interface\Icons\Spell_Frost_ChillingBolt
190,Interface\Icons\Spell_Misc_Food_08
191,Interface\Icons\Spell_Misc_ConjureManaJewel
192,Interface\Icons\Spell_Fire_SunKey
193,Interface\Icons\Spell_Frost_FrostNova
194,Interface\Icons\Spell_Nature_NullifyPoison
195,Interface\Icons\Spell_Nature_RemoveCurse
196,Interface\Icons\Spell_Nature_RemoveDisease
197,Interface\Icons\Spell_Nature_ResistNature
198,Interface\Icons\Spell_Nature_SpiritArmor
199,Interface\Icons\Spell_Nature_ThunderClap
200,Interface\Icons\Spell_Nature_UndyingStrength
201,Interface\Icons\Ability_Physical_Taunt
202,Interface\Icons\Racial_Dwarf_FindTreasure
203,Interface\Icons\Spell_Holy_HarmUndeadAura
204,Interface\Icons\Spell_Holy_RetributionAura
205,Interface\Icons\Spell_Holy_RighteousFury
206,Interface\Icons\Spell_Holy_RighteousnessAura
207,Interface\Icons\Spell_Shadow_AntiShadow
208,Interface\Icons\Spell_Shadow_BurningSpirit
209,Interface\Icons\Spell_Shadow_DetectLesserInvisibility
210,Interface\Icons\Spell_Shadow_DetectInvisibility
211,Interface\Icons\Spell_Shadow_ImpPhaseShift
212,Interface\Icons\Spell_Shadow_ManaBurn
213,Interface\Icons\Spell_Shadow_ShadowBolt
214,Interface\Icons\Spell_Shadow_SummonFelHunter
215,Interface\Icons\Spell_Shadow_SummonImp
216,Interface\Icons\Spell_Shadow_SummonSuccubus
217,Interface\Icons\Spell_Shadow_SummonVoidWalker
218,Interface\Icons\Ability_ImpalingBolt
219,Interface\Icons\Ability_PierceDamage
220,Interface\Icons\Spell_Nature_Cyclone
221,Interface\Icons\Spell_Shadow_AnimateDead
222,Interface\Icons\Spell_Shadow_NightOfTheDead
223,Interface\Icons\Spell_Orc_Omniscience
224,Spells\Icon\Spell_Fire_Fire
225,Interface\Icons\Spell_Nature_StarFall
226,Interface\Icons\INV_Potion_19
227,Interface\Icons\INV_Misc_Bag_11
228,Interface\Icons\Spell_Shadow_GrimWard
229,Interface\Icons\Spell_Nature_MirrorImage
230,Interface\Icons\INV_Boots_03
231,Interface\Icons\INV_Misc_Food_24
232,Interface\Icons\Spell_Holy_Silence
233,Interface\Icons\Spell_Shadow_Fumble
234,Interface\Icons\Spell_Shadow_ShadowWordPain
235,Interface\Icons\Spell_Shadow_ShadowWordDominate
236,Interface\Icons\Spell_Holy_RemoveCurse
237,Interface\Icons\Spell_Holy_HolySmite
238,Interface\Icons\Spell_Holy_BlessingOfStamina
239,Interface\Icons\Spell_Holy_BlessingOfStrength
240,Interface\Icons\Spell_Holy_BlessingOfAgility
241,Interface\Icons\Spell_Holy_GreaterHeal
242,Interface\Icons\Spell_Holy_FlashHeal
243,Interface\Icons\Ability_BackStab
244,Interface\Icons\Ability_CheapShot
245,Interface\Icons\Ability_Gouge
246,Interface\Icons\Ability_Kick
247,Interface\Icons\Ability_Poisons
248,Interface\Icons\INV_Potion_12
249,Interface\Icons\Ability_Sap
250,Interface\Icons\Ability_Stealth
251,Interface\Icons\Ability_Throw
252,Interface\Icons\Ability_Vanish
253,Interface\Icons\Ability_Hunter_AimedShot
254,Interface\Icons\Ability_Hunter_BeastSooth
255,Interface\Icons\Ability_Hunter_BeastTaming
256,Interface\Icons\Ability_Hunter_CriticalShot
257,Interface\Icons\Ability_Hunter_SwiftStrike
258,Interface\Icons\INV_Misc_Food_08
259,Interface\Icons\INV_Misc_Food_12
260,Interface\Icons\INV_Misc_Food_11
261,Interface\Icons\Ability_Druid_Maul
262,Interface\Icons\Ability_Druid_Rake
263,Interface\Icons\Spell_Nature_AbolishMagic
264,Interface\Icons\Spell_Nature_NullifyDisease
265,Interface\Icons\Spell_Nature_NullifyPoison_02
266,Interface\Icons\Spell_Nature_ProtectionformNature
267,Interface\Icons\Ability_Hunter_MendPet
268,Interface\Icons\INV_Misc_Ale_01
269,Interface\Icons\INV_Weapon_Crossbow_01
270,Interface\Icons\INV_Ore_Tin_01
271,Interface\Icons\INV_Misc_Birdbeck_02
272,Interface\Icons\Spell_Nature_Web
273,Interface\Icons\INV_Misc_EmptyFlask_01
274,Interface\Icons\INV_Musket_03
275,Interface\Icons\INV_Musket_04
276,Interface\Icons\Ability_Warrior_DefensiveStance
277,Interface\Icons\Ability_Warrior_Cleave
278,Interface\Icons\Ability_Warrior_Challange
279,Interface\Icons\Ability_Warrior_OffensiveStance
280,Interface\Icons\Ability_Warrior_ShieldBash
281,Interface\Icons\Ability_Warrior_ShieldWall
282,Interface\Icons\Ability_Warrior_WarCry
283,Interface\Icons\INV_Misc_Gem_Stone_01
284,Interface\Icons\INV_Stone_04
285,Interface\Icons\Spell_Frost_IceStorm
286,Interface\Icons\INV_Staff_08
287,Interface\Icons\INV_Misc_Orb_03
288,Interface\Icons\INV_Ammo_Arrow_02
289,Interface\Icons\INV_Misc_Bowl_01
290,Interface\Icons\INV_ThrowingKnife_03
291,Interface\Icons\Spell_Holy_DevotionAura
292,Interface\Icons\Spell_Holy_Excorcism_02
293,Interface\Icons\INV_Misc_Head_Tiger_01
294,Interface\Icons\INV_Wand_01
295,Interface\Icons\INV_Wand_02
296,Interface\Icons\INV_Staff_03
297,Interface\Icons\INV_Chest_Plate02
298,Interface\Icons\Spell_Holy_FistOfJustice
299,Interface\Icons\Spell_Holy_HealingAura
300,Interface\Icons\Spell_Holy_Purify
301,Interface\Icons\Spell_Holy_SealOfFury
302,Interface\Icons\Spell_Holy_SealOfMight
303,Interface\Icons\Spell_Holy_SealOfProtection
304,Interface\Icons\Spell_Holy_SealOfRighteousness
305,Interface\Icons\Spell_Holy_SealOfSalvation
306,Interface\Icons\Spell_Holy_SealOfWisdom
307,Interface\Icons\Spell_Holy_SealOfWrath
308,Interface\Icons\Spell_Holy_SenseUndead
309,Interface\Icons\Spell_Holy_TurnUndead
310,Interface\Icons\Spell_Nature_Sentinal
311,Interface\Icons\INV_Misc_MonsterFang_01
312,Interface\Icons\Spell_Nature_UnyeildingStamina
313,Interface\Icons\Spell_Shadow_AbominationExplosion
314,Interface\Icons\INV_Gauntlets_05
315,Interface\Icons\INV_Jewelry_Talisman_01
316,Interface\Icons\Spell_Holy_PrayerOfHealing
317,Interface\Icons\Spell_Magic_PolymorphPig
318,Interface\Icons\Spell_Magic_PolymorphChicken
319,Interface\Icons\INV_Scroll_02
320,Interface\Icons\Spell_Lightning_LightningBolt01
321,Interface\Icons\Spell_Holy_Renew
322,Interface\Icons\INV_Mace_12
323,Interface\Icons\INV_Misc_LeatherScrap_08
324,Interface\Icons\INV_Fabric_Silk_02
325,Interface\Icons\INV_Misc_Wrench_02
326,Interface\Icons\INV_Misc_ArmorKit_17
327,Interface\Icons\INV_Potion_14
328,Interface\Icons\INV_Axe_04
329,Interface\Icons\Spell_Holy_HolyProtection
330,Interface\Icons\Spell_Holy_NullifyDisease
331,Interface\Icons\Spell_Magic_LesserInvisibilty
332,Interface\Icons\Spell_Magic_MageArmor
333,Interface\Icons\Trade_Engineering
334,Interface\Icons\Spell_Nature_AgitatingTotem
335,Interface\Icons\Trade_BlackSmithing
336,Interface\Icons\Trade_Mining
337,Interface\Icons\Spell_Nature_InvisibilityTotem
338,Interface\Icons\Spell_Nature_ManaRegenTotem
339,Interface\Icons\Trade_Alchemy
340,Interface\Icons\Spell_Nature_SlowingTotem
341,Interface\Icons\Trade_Tailoring
342,Interface\Icons\Trade_BrewPoison
343,Interface\Icons\INV_Misc_Key_04
344,Interface\Icons\INV_Misc_Gem_Sapphire_01
345,Interface\Icons\Trade_Herbalism
346,Interface\Icons\Trade_LeatherWorking
347,Interface\Icons\INV_Misc_Shell_03
348,Interface\Icons\INV_Potion_01
349,Interface\Icons\INV_Misc_Shell_02
350,Interface\Icons\INV_Misc_Dust_02
351,Interface\Icons\INV_Misc_Ammo_Gunpowder_02
352,Interface\Icons\INV_Orb_Arcanite_01
353,Interface\Icons\INV_Misc_Gear_01
354,Interface\Icons\INV_Cask_01
355,Interface\Icons\INV_Misc_Bomb_05
356,Interface\Icons\INV_Misc_StoneTablet_04
357,Interface\Icons\INV_Scroll_05
358,Interface\Icons\INV_Misc_Fork&Knife
359,Interface\Icons\INV_Misc_EmptyFlask_02
360,Interface\Icons\INV_Flask_02
361,Interface\Icons\INV_Flask_05
362,Interface\Icons\INV_Wine_01
363,Interface\Icons\INV_Misc_Cape_18
364,Interface\Icons\INV_Weapon_Bow_05
365,Interface\Icons\INV_Weapon_Halberd_06
366,Interface\Icons\INV_Axe_09
367,Interface\Icons\INV_Mace_01
368,Interface\Icons\INV_Sword_04
369,Interface\Icons\INV_Sword_06
370,Interface\Icons\INV_Spear_05
371,Interface\Icons\INV_Axe_17
372,Interface\Icons\INV_Gauntlets_06
373,Interface\Icons\INV_Misc_Pipe_01
374,Interface\Icons\INV_Misc_Food_09
393,Interface\Icons\INV_Weapon_Rifle_01
413,Interface\Icons\INV_Shield_05
433,Interface\Icons\INV_Banner_03
434,Interface\Icons\INV_ThrowingKnife_05
435,Interface\Icons\INV_Mace_04
436,Interface\Icons\INV_Weapon_Bow_02
437,Interface\Icons\INV_Axe_13
438,Interface\Icons\INV_Sword_26
439,Interface\Icons\INV_Hammer_03
440,Interface\Icons\INV_Shield_04
441,Interface\Icons\INV_Axe_16
442,Interface\Icons\INV_Stone_01
443,Interface\Icons\INV_Axe_11
444,Interface\Icons\INV_Chest_Plate01
453,Interface\Icons\Spell_Holy_BlessingOfProtection
454,Interface\Icons\Ability_Hunter_BeastSoothe
455,Interface\Icons\Ability_Hunter_BeastCall
456,Interface\Icons\Ability_Warrior_BattleShout
457,Interface\Icons\Ability_Warrior_Charge
458,Interface\Icons\Spell_Nature_AstralRecal
459,Interface\Icons\Spell_Nature_AstralRecalGroup
460,Interface\Icons\Spell_Shadow_SummonInfernal
473,Interface\Icons\Ability_Druid_Bash
493,Interface\Icons\Ability_Druid_CatForm
494,Interface\Icons\Ability_Druid_Disembowel
495,Interface\Icons\Ability_Druid_SupriseAttack
496,Interface\Icons\Ability_Druid_Swipe
497,Interface\Icons\Ability_Rogue_Disguise
498,Interface\Icons\Ability_Rogue_Garrote
499,Interface\Icons\Ability_Rogue_KidneyShot
500,Interface\Icons\Ability_Rogue_Rupture
501,Interface\Icons\Spell_Frost_FrostWard
502,Interface\Icons\Spell_Holy_MindVision
503,Interface\Icons\Spell_Holy_Redemption
504,Interface\Icons\Spell_Holy_SealOfSacrifice
505,Interface\Icons\Spell_Magic_FeatherFall
513,Interface\Icons\Ability_Rogue_DualWeild
514,Interface\Icons\Ability_Rogue_Eviscerate
515,Interface\Icons\Ability_Rogue_SliceDice
516,Interface\Icons\Ability_Rogue_Sprint
517,Interface\Icons\Ability_Rogue_Trip
518,Interface\Icons\INV_Poison_MindNumbing
533,Interface\Icons\Ability_DualWield
534,Interface\Icons\Ability_Hunter_BeastTraining
535,Interface\Icons\Ability_Hunter_Pathfinding
536,Interface\Icons\Ability_Hunter_Quickshot
537,Interface\Icons\Ability_Hunter_RunningShot
538,Interface\Icons\Ability_Hunter_SniperShot
539,Interface\Icons\Ability_Rogue_Feint
540,Interface\Icons\Spell_Holy_PrayerOfHealing02
541,Interface\Icons\Spell_Shadow_BloodBoil
542,Interface\Icons\Spell_Shadow_CurseOfAchimonde
543,Interface\Icons\Spell_Shadow_CurseOfMannoroth
544,Interface\Icons\Spell_Shadow_CurseOfSargeras
545,Interface\Icons\Spell_Shadow_DemonBreath
546,Interface\Icons\Spell_Shadow_LifeDrain02
547,Interface\Icons\Spell_Shadow_RainOfFire
548,Interface\Icons\Spell_Shadow_SiphonMana
553,Interface\Icons\Ability_Racial_Ultravision
554,Interface\Icons\INV_Misc_Orb_04
555,Interface\Icons\Spell_Holy_AuraOfLight
556,Interface\Icons\INV_Food_Egg_02
557,Interface\Icons\INV_Wine_03
558,Interface\Icons\Ability_Parry
559,Interface\Icons\Ability_Warrior_DecisiveStrike
560,Interface\Icons\Ability_Warrior_Disarm
561,Interface\Icons\Ability_Warrior_InnerRage
562,Interface\Icons\Ability_Warrior_Revenge
563,Interface\Icons\Ability_Warrior_Riposte
564,Interface\Icons\Ability_Warrior_SavageBlow
565,Interface\Icons\Ability_Warrior_Sunder
566,Interface\Icons\Spell_Holy_PowerWordShield
576,Interface\Icons\INV_Misc_Fish_05
577,Interface\Icons\INV_Misc_Fish_06
578,Interface\Icons\Trade_Engraving
579,Interface\Icons\INV_Staff_Goldfeathered_01
580,Interface\Icons\Trade_Fishing
596,Interface\Icons\Spell_Shadow_Curse
597,Interface\Icons\INV_Misc_MonsterHead_03
598,Interface\Icons\INV_Staff_01
599,Interface\Icons\INV_Misc_Bone_09
600,Interface\Icons\INV_Misc_Bone_06
601,Interface\Icons\INV_Misc_Foot_Kodo
616,Interface\Icons\INV_Misc_Fish_03
617,Interface\Icons\INV_Misc_Monster_MouseTail
636,Interface\Icons\Spell_Nature_Acid_01
656,Interface\Icons\INV_Gizmo_02
657,Interface\Icons\INV_Gizmo_03
658,Interface\Icons\INV_Gizmo_01
676,Interface\Icons\INV_Misc_Food_18
677,Interface\Icons\Ability_ShootWand
678,Interface\Icons\Spell_Fire_FlameShock
679,Interface\Icons\Spell_Fire_FlameTounge
680,Interface\Icons\Spell_Fire_SearingTotem
681,Interface\Icons\Spell_Frost_FrostBrand
682,Interface\Icons\Spell_Holy_LesserHeal
683,Interface\Icons\Spell_Holy_LesserHeal02
684,Interface\Icons\Spell_Holy_Heal02
685,Interface\Icons\Spell_Holy_WordFortitude
686,Interface\Icons\Spell_Nature_StrengthOfEarthTotem02
687,Interface\Icons\Spell_Nature_EarthShock
688,Interface\Icons\Spell_Nature_RockBiter
689,Interface\Icons\Spell_Nature_StoneClawTotem
690,Interface\Icons\Spell_Nature_StoneSkinTotem
691,Interface\Icons\Spell_Nature_EarthBindTotem
692,Interface\Icons\Spell_Shadow_CurseOfTounges
693,Interface\Icons\Spell_Shadow_SacrificialShield
694,Interface\Icons\Spell_Shadow_SoothingKiss
695,Interface\Icons\Ability_FiegnDead
696,Interface\Icons\INV_Misc_Spyglass_01
716,Interface\Icons\INV_Boots_02
736,Interface\Icons\INV_Misc_Pelt_Wolf_01
756,Interface\Icons\INV_Gauntlets_04
776,Interface\Icons\INV_Misc_Rune_01
796,Interface\Icons\INV_Chest_Chain_05
816,Interface\Icons\Spell_Fire_SoulBurn
836,Interface\Icons\Ability_Mount_BlackPanther
856,Interface\Icons\Ability_Rogue_Ambush
857,Interface\Icons\Ability_Rogue_FeignDeath
858,Interface\Icons\INV_Misc_Ammo_Bullet_01
876,Interface\Icons\Spell_Fire_LavaSpawn
896,Interface\Icons\INV_Chest_Leather_09
897,Interface\Icons\INV_Chest_Cloth_21
916,Interface\Icons\Ability_Mount_WhiteTiger
917,Interface\Icons\INV_Shield_09
936,Interface\Icons\INV_Misc_Key_03
937,Interface\Icons\Spell_Fire_Incinerate
956,Interface\Icons\Ability_Mount_WhiteDireWolf
957,Interface\Icons\Ability_Druid_ChallangingRoar
958,Interface\Icons\Ability_Druid_Cower
959,Interface\Icons\Ability_Druid_Dash
960,Interface\Icons\Ability_Druid_DemoralizingRoar
961,Interface\Icons\Ability_Druid_Enrage
962,Interface\Icons\Spell_Nature_HealingTouch
963,Interface\Icons\Spell_Nature_HealingWaveGreater
964,Interface\Icons\Spell_Nature_HealingWaveLesser
965,Interface\Icons\INV_Ammo_Bullet_02
976,Interface\Icons\Spell_Frost_FrostShock
996,Interface\Icons\INV_Weapon_Halberd_08
997,Interface\Icons\INV_Chest_Plate04
1016,Interface\Icons\INV_Misc_Food_04
1036,Interface\Icons\INV_Misc_Gem_Emerald_01
1037,Interface\Icons\INV_Misc_Gem_Emerald_02
1038,Interface\Icons\INV_Misc_Gem_Opal_01
1039,Interface\Icons\INV_Misc_Gem_Ruby_01
1056,Interface\Icons\INV_Wine_02
1057,Interface\Icons\INV_Wine_04
1076,Interface\Icons\INV_Misc_Head_Undead_01
1096,Interface\Icons\INV_Misc_Milk_02
1097,Interface\Icons\INV_Misc_Head_Human_02
1098,Interface\Icons\INV_Misc_Key_05
1099,Interface\Icons\INV_Misc_Key_06
1100,Interface\Icons\INV_Misc_Key_12
1101,Interface\Icons\INV_Misc_Key_14
1116,Interface\Icons\INV_Misc_MonsterClaw_02
1136,Interface\Icons\INV_Misc_MonsterScales_03
1137,Interface\Icons\Spell_Fire_Volcano
1156,Interface\Icons\INV_Jewelry_Amulet_07
1176,Interface\Icons\Ability_Mount_RidingHorse
1177,Interface\Icons\Ability_Mount_MountainRam
1178,Interface\Icons\Ability_Mount_BlackDireWolf
1179,Interface\Icons\Ability_Mount_NightmareHorse
1180,Interface\Icons\Ability_Mount_Raptor
1181,Interface\Icons\Ability_Mount_JungleTiger
1196,Interface\Icons\INV_Misc_Ammo_Gunpowder_01
1197,Interface\Icons\Spell_Fire_WindsofWoe
1216,Interface\Icons\INV_Misc_Flower_02
1217,Interface\Icons\INV_Misc_Herb_03
1236,Interface\Icons\Spell_Frost_IceShard
1237,Interface\Icons\INV_Misc_Bandage_08
1238,Interface\Icons\INV_Hammer_18
1239,Interface\Icons\INV_Wand_08
1240,Interface\Icons\Ability_Mount_MechaStrider
1241,Interface\Icons\Ability_Mount_Undeadhorse
1242,Interface\Icons\INV_Hammer_24
1256,Interface\Icons\INV_Misc_MonsterSpiderCarapace_01
1276,Interface\Icons\INV_Ingot_03
1277,Interface\Icons\INV_Ingot_Steel
1296,Interface\Icons\INV_Potion_63
1297,Interface\Icons\INV_Potion_84
1298,Interface\Icons\INV_Potion_91
1299,Interface\Icons\INV_Potion_93
1300,Interface\Icons\INV_Potion_65
1301,Interface\Icons\INV_Potion_86
1302,Interface\Icons\INV_Potion_33
1303,Interface\Icons\INV_Potion_58
1304,Interface\Icons\INV_Potion_44
1305,Interface\Icons\INV_Potion_79
1306,Interface\Icons\INV_Drink_09
1307,Interface\Icons\INV_Potion_15
1308,Interface\Icons\INV_Potion_13
1309,Interface\Icons\INV_Drink_07
1310,Interface\Icons\INV_Potion_08
1311,Interface\Icons\INV_Potion_18
1312,Interface\Icons\INV_Drink_13
1313,Interface\Icons\INV_Drink_05
1314,Interface\Icons\INV_Drink_04
1315,Interface\Icons\INV_Potion_30
1316,Interface\Icons\INV_Potion_69
1336,Interface\Icons\INV_Potion_10
1337,Interface\Icons\INV_Potion_61
1356,Interface\Icons\INV_Potion_04
1357,Interface\Icons\INV_Drink_06
1358,Interface\Icons\INV_Drink_Milk_02
1359,Interface\Icons\INV_Drink_10
1360,Interface\Icons\INV_Drink_11
1361,Interface\Icons\INV_Drink_12
1377,Interface\Icons\INV_Misc_Net_01
1397,Interface\Icons\Spell_Nature_Windfury
1417,Interface\Icons\INV_Misc_Horn_03
1437,Interface\Icons\INV_Misc_Food_10
1457,Interface\Icons\INV_Ammo_Arrow_01
1458,Interface\Icons\INV_Axe_05
1459,Interface\Icons\INV_Weapon_Halbard_01
1460,Interface\Icons\INV_Mace_02
1461,Interface\Icons\INV_Sword_20
1462,Interface\Icons\INV_Sword_27
